actor,text,label
Fiskebåt,"Fiskebåt mener at en videreføring av NOx-fondet til etter 2030 vil være viktig for å implementere ny teknologi i fiskeflåten, og få fortgang i det grønne skiftet i fiskeflåten. Fiskebåt mener samtidig at CO2-avgiften som fiskeflåten betaler inn må øremerkes kompensasjonsordningen for fiskeflåten og et CO2-fond.   Omsetningskrav for biodrivstoff er på kort sikt kanskje det mest effektive virkemiddelet for å redusere klimagassutslippene fra fiskeflåten. Det er varslet at omsetningskravet for biodrivstoff i fiskeflåten skal økes fra dagens 6% til 18% i 2030. Den største utfordringen med økt omsetningskrav er at prisen på biodrivstoff er vesentlig høyere enn prisen på fossilt drivstoff. Den siste tiden har prisdifferansen ligget mellom 10 og 14 kroner pr liter, og det innebærer at selv ikke den varslede opptrappingen av CO2-avgiften til vel sju kroner pr liter i 2030 vil være tilstrekkelig til å gjøre biodrivstoff konkurransedyktig, med mindre prisbildet endrer seg. Det er på denne bakgrunn at såkalte differansekontrakter må vurderes, der prisdifferansen mellom fossilt drivstoff og lav- og nullutslippsløsninger subsidieres. Dette er minst like aktuelt for andre potensielle energibærere som metanol, ammoniakk og hydrogen. I tilknytning til at fiskeflåten ble pålagt full CO2-avgift i 2020 ble det etter forslag fra det partsoppnevnte klimautvalget etablert en kompensasjonsordning for fiskeflåten.",Interessegruppe
Fiskebåt,For det første er ordningen etablert slik at den skal motivere rederiene til å velge utslippsvennlige løsninger. Dernest er ordningen viktig for å hindre at norske fiskefartøyer velger å lande fangstene i utlandet og bunkre avgiftsfri bunkers. For det tredje er ordningen avgjørende for å unngå en for sterk svekkelse av lønnsomheten i fiskeflåten.,Interessegruppe
Grønn Byggallianse,"Mange kommuner mener selv at de ikke har hjemmel i lovverket til å stille krav eller treffe vedtak som gjør det mulig å minimere prosjektenes klimabelastning og stimulere til økt ombruk. Vi støtter derfor utvalgets oppfordringer om å se nærmere på hvordan lovverket kan styrkes for å sikre klimabevisste kommuner adgang til å gå foran og stille krav. Rapporten er prisverdig tydelig på behovet for ny arealpolitikk Rapporten er klar på at arealendringer, bruksendringer og oppstykking av arealene er største trussel mot naturmangfoldet i Norge, og at bebyggelse og veier er viktigste drivere bak nedbygging av natur. Her har vår sektor en viktig rolle i å ta større miljøhensyn ved utbygging, noe næringen også er i gang med. Vi er enige med utvalget om at vi ikke greier å begrense nedbygging av sårbar natur uten en ny arealpolitikk og endring av allerede vedtatte utbyggingsplaner gjennom både planvask og prosjektvask. Rapporten viser både hvor stort areal som er bygget ned de siste 30 årene, men også at det basert på gjeldende planverk er estimert at planlagt utbygd areal i Norge for bolig, fritidsbolig og næringsformål som tilsvarer nesten 40 % av eksisterende utbygd areal.",Interessegruppe
Grønn Byggallianse,"Vi støtter utvalget i at arealpolitikken i Norge ikke er tilpasset en omstilling til lavutslippssamfunnet og målene i naturavtalen, både når det gjelder kunnskapsgrunnlaget, styringssystemet og gjeldende politikk. Vi støtter særlig følgende anbefalinger fra utvalget: - nasjonale myndigheter må sette klare rammer for kommunenes ansvar i arealpolitikken, samt at de nasjonale rammene for lokal arealpolitikk må legge til grunn at nedbyggingen av naturlige arealer skal begrenses vesentlig - det behov for å gjennomgå og oppdatere lover og forskrifter for å sikre klima- og naturhensyn disse, spesielt i plan- og bygningsloven - forskrift om konsekvensutredninger blir endret slik at det stilles krav om at konsekvensutredninger bestilles av myndighetene og ikke av tiltakshaver, for å sikre uavhengige konsekvensutredninger - det innføres et krav om «planvask», slik at kommunene reviderer kommuneplanens arealdel like ofte som loven legger opp til, og hvor utbyggingsområder som ikke er i samsvar klima- og miljømålene tas ut. For vedtatte reguleringsplaner, bør det sikres at disse er teknologinøytrale med tanke på hvordan det enkelte prosjekt skal innfri klima- og miljømål satt for den enkelte plan. - statlige og øvrige offentlige aktører gjennomfører en evaluering av sin prosjektportefølje for å vurdere om prosjektene er planlagt i tråd med nye mål og krav til å ivareta naturmangfold. Vi anbefaler at disse forslagene, med noen justeringer, settes i verk så fort som mulig. EUs taksonomi har kriterier som fører til at nybygg som bygges på sårbar natur, i skog eller jord med middel til høy jordbruksverdi ikke kan kalles bærekraftige.",Interessegruppe
Helsedirektoratet,"Også i Norge viser forskning betydelige sosiale forskjeller i bo- og nærmiljø i byer og dermed ulikhet i utsatthet for helsedeterminanter.   En gjennomgang av norsk politikk om sosial ulikhet i helse fra et internasjonalt fagmiljø argumenterer for at miljømessig bærekraft og utjevning av helseforskjeller er uløselig knyttet sammen, og at de begge er sentrale for å skape et rettferdig og bærekraftig samfunn både nå og i fremtiden. Å jobbe med miljømessig bærekraft og utjevning av helseforskjeller beskrives derfor som en ""vinn-vinn""-situasjon i rapporten om ulikhet i helse i Norge; innsats for miljømessig bærekraft kan skape positive synergier når det kommer til utjevning av sosiale helseforskjeller, og motsatt.   Utvalget anbefaler at tiltak for rettferdig fordeling og for å begrense økonomisk ulikhet i hovedsak ivaretas av andre politikkområder. Samtidig skriver utvalget at klimapolitikken vil gripe inn i alle samfunnsområder - også områder som er sentrale når det kommer til fordeling av økonomi, som for eksempel nærings- og arbeidsliv. Derfor er særlig klimautvalgets anbefalinger om at fordelingseffektene av klimatiltak bør vurderes mer systematisk i politiske prosesser og valg av virkemidler, og at samfunnsområder og hvordan de påvirker hverandre må ses i sammenheng, særlig viktige for å sikre at rettferdighet integreres i klimapolitikken fremover.",Offentlig forvaltning
Helsedirektoratet,"Ettersom sosial ulikhet i samfunnet generelt påvirker hvordan helsen i befolkningen fordeler seg, bør fordeling av helsedeterminanter og direkte og indirekte helsekonsekvenser av klimaendringer og klimatiltak vurderes som del av rettferdig omstilling. En tverrsektoriell temaveileder til utredningsinstruksen om vurdering av helseeffekter i utredninger av tiltak er under utvikling av Helsedirektoratet.   - Kap. 6 og 8 Areal- og transport Areal- og transport som fremmer helse og utjevning, natur og klima Klimautvalget 2050 understreker at vi må håndtere to store kriser samtidig: Klimaendringer og tap av natur (s. 116). Tap av natur ødelegger økosystemer som mennesker er avhengig av og bruk av arealer øker utslipp og legger føringer for framtidige utslipp.",Offentlig forvaltning
Helsedirektoratet,"Systemet må være tett koblet på budsjettprosessen i departementene og forankres i lov, dvs. en utvidet versjon av dagens klimalov. Folkehelsearbeidet hviler på en liknende systematikk som foreslås av utvalget. Systematikken i folkehelsearbeidet er forankret i folkehelseloven (2011), der både statlige, regionale og lokale myndigheter har fått ansvar for å bidra til en helsefremmende samfunnsutvikling og utjevning av sosiale helseforskjeller. I Folkehelsemeldinga – Nasjonal strategi for utjamning av sosiale helseforskjellar 2022- 2023 ble det publisert et oppdatert nasjonalt system for å følge opp folkehelsepolitikken. Helsesektoren og klima- og miljøsektoren kan derfor ha mye å hente på å se målsettinger, utfordringer og virkemidler i sammenheng.  ",Offentlig forvaltning
Helsedirektoratet,"Og dermed sikre at denne prosessen blir best mulig smidig og ikke rokker ved det overordnede samfunnsmålet med helsetjenesten i Norge, om å sikre alle innbyggere tilstrekkelig og god tilgang til tjenester som er trygge og faglig forsvarlige.   Utvalget mener at alle beslutninger som tas i dag må baseres på et mål om at så godt som alle klimagassutslipp i Norge må være fjernet for godt innen 2050. Dette er en ambisiøs og radikal målsetting som vil måtte lede til viktige diskusjoner om prioriteringer – som også må involvere helsesektoren.   Og etablere tverrsektorielle strukturer som ivaretar helheten mener vi vil være avgjørende for å lykkes med omstillingen og gi tilstrekkelig mandat til etaten/departementet som har et overordnet samordningsansvar.",Offentlig forvaltning
Helsedirektoratet,"SSB har gjennomført undersøkelsene på oppdrag fra Helsedirektoratet. Undersøkelsene viser at det er tydelige sosiale forskjeller i livskvaliteten i Norge.   Internasjonalt har stadig flere land og organisasjoner løftet livskvalitet til å være en kollektiv samfunnsverdi, og et mål som myndigheter og andre aktører er pliktig til å styre etter, fremme og tilrettelegge for på samfunnsnivå – og dette skal gjøres innenfor planetens tålegrenser.",Offentlig forvaltning
Jernbanedirektoratet,"En samfunnsøkonomisk effektiv politikk for å redusere etterspørsel etter transport, vil kreve samordning over flere politikkområder enn samferdselspolitikken. Dette kan eksemplifiseres med transportetatenes arbeid med å utvikle knutepunkter for kollektivtrafikk som krever samarbeid mellom kommunale og regionale myndigheter og forvaltningsnivåer, som nevnt over. Det kan være hensiktsmessig at Samferdselsdepartementet i denne sammenheng utarbeider tydeligere målsetninger og den interne prioriteringen av de overordnede transportpolitiske målene, for å gi tydeligere rammer til en slik form for planlegging.   Utvalget skriver at Nasjonal transportplan bør ha som formål å bidra til at transporten i god tid før 2050 er utslippsfri. Jernbanedirektoratet mener at Nasjonal transportplan også bør ha som formål begrense energi- og arealforbruk knyttet til transport, i tråd med utvalgets anbefaling om utvikling av transportsystemet. Konklusjon",Offentlig forvaltning
Jernbanedirektoratet,"25 «Omstilling til lavutslipp». Samtidig vil direktoratet understreke at det er behov for ytterligere avklaringer, metodeutvikling, og utarbeidelse av veiledere på flere områder for å sikre at anbefalingene kan gjennomføres effektivt. Jernbanedirektoratet vil også understreke at det er viktig at eventuelle nye krav, som tilknytning av KVU til PBL, ny arbeidsform i NTP-prosessen, og krav til «prosjektvask» for vedtatte samferdselsprosjekter som ikke er gjennomført, ikke fører til at utrednings- og prioriteringsprosessene tar nevneverdig lengre tid enn i dag. For å sikre raske og effektive reduksjoner av klimagassutslipp er det viktig at beslutningsprosessene ikke blir for omfattende. Særlig for jernbanesektoren, og for transportsektoren generelt, har det mye å si når, og særlig hvor tidlig, enkelte tiltak gjennomføres for klimagassbesparelsene som tiltakene får. I lys av anbefalingene er det Jernbanedirektoratets oppfatning at metodeutvikling og bedre kunnskapsgrunnlag knyttet til energieffektivitet og arealbruk vil være viktig å prioritere fremover.   Disse områdene jobbes det med i Jernbanedirektoratet og de øvrige transportetatene, og Klimautvalget 2050 sine anbefalinger understreker viktigheten av at kompetansen og verktøyene på dette fagområdet utvikles.",Offentlig forvaltning
Kommunesektorens Organisasjon,"Det gjennomføres svært mye positivt omstillings - og innovasjonsarbeid i kommunesektoren, men for å få reell kraft og skalering, er det behov for kraftfulle virkemidler som tar ned risiko og støtter omstillingsarbeidet. Flere eksisterende virkemidler som er evaluert og har dokumentert effekt, prioriteres ned i statsbudsjettene. Dette gjelder både regionale Forskningsfond og virkemiddelet Innovasjonspartnerskap. Klimasats er kun videreført hv ert år de senere år gjennom forlik i Stortinget. KS er enig med utvalget i at støtteordningen Klimasats må styrkes. KS peker også på at problemet med feil i klimaregnskapet ved publisering i desember viste at det trengs en storsatsing på forbedring av Miljødirektoratets klimaregnskap for kommunene.  ",Interessegruppe
Kommunesektorens Organisasjon,"4. KOMMUNENE SOM PLANMYNDIGHET Kommunesektoren har ansvar for forvaltning av 80 % av landets arealer. Plan - og bygningsloven, med kommunen som primær arealmyndighet, er det viktigste redskapet for å ivareta ulike hensyn i planlegging. Utvalgets tidligere nevnte forslag om å gjøre det lo vpålagt for kommunene å utarbeide og vedta klimamål med tilhørende plan og tiltak, hører naturlig hjemme i kommunenes planarbeid. Et lovfestet ansvar er det naturlig å se i sammenheng med revisjonen av plan - og bygningsloven, der også øvrige virkemidler som styrker kommunenes handlingsrom må vurderes.   Arealpolitikken skal både ivareta ulike overordnede nasjonale hensyn, respektere de vanskelige arealbruksavveiningene som norske kommuner står ovenfor og samtidig gi rom for lokal samfunnsutvikling.",Interessegruppe
Kommunesektorens Organisasjon,"Like viktig som styringsdimensjonen er arbeidet med kunnskapsverktøy som understøtter arbeidet med de lokale avveiningene i arbeidet med å lage planer og gjennomføre tiltak på klimaområdet og i arealforvaltningen. Det er videre behov for styrking av kompet anse og kapasitet i plan - og omstillingsarbeidet. Kommunene etterspør kunnskapsverktøy som eksempelvis ulike typer regnskap og budsjett knyttet til klima, arealbruk og natur og samarbeidsarenaer for utvikling av kompetanse og deling av erfaringer på tvers av forvaltningsnivåene. Kommunene etterspør også løsninger som bedre samler og visualiserer data fra ulike kilder, og som muliggjør samhandling mellom involverte parter i omstillingsarbeidet. Det er behov for et styrket samarbeid om utvikling av digitale løsninger som understøtter slike arbeidsprosesser.",Interessegruppe
Kommunesektorens Organisasjon,"Mangel på omstillingskompetanse fremheves av mange kommuner som en særskilt utfordring. Kommuner med rekrutteringsutfordringer og små fagmiljøer vil ha behov for veiledning og støtte. For disse kommunene vil fylkeskommunene også ha en viktig rolle som kunn skapsutvikler, veileder og støttespiller.   Det må legges vekt på å utvikle kunnskapsverktøy som understøtter arbeidet med de lokale avveiningene i arbeidet med å lage planer og gjennomføre tiltak på klimaområdet og i arealforvaltningen.",Interessegruppe
